Game Number,Video Link,Winner,Map Name,"Players, Roles and Tasks","Players, Roles and Tasks"
95,https://www.youtube.com/watch?v=WEK25KcWRjs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1089s,Imposter,Sidemen Custom,"Simon - Crewmate - (2/7),Josh - Imposter,Vik - Crewmate - (0/7),Ethan - Crewmate - (2/7),Harry - Crewmate - (3/7),Randolph - Crewmate - (2/7),Ellum - Crewmate - (0/7),DannyAarons - Crewmate - (0/7),Viz - Imposter","Simon - Crewmate - (2/7)
Josh - Imposter
Vik - Crewmate - (0/7)
Ethan - Crewmate - (2/7)
Harry - Crewmate - (3/7)
Randolph - Crewmate - (2/7)
Ellum - Crewmate - (0/7)
DannyAarons - Crewmate - (0/7)
Viz - Imposter"
96,https://www.youtube.com/watch?v=w6eqbCLinB4&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=41,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (6/7),Vik - Crewmate - (4/7),Tobi - Imposter,Ethan - Crewmate - (6/7),Harry - Crewmate - (5/7),Randolph - Crewmate - (5/7),Lazarbeam - Crewmate - (4/7),PieFace - Crewmate - (6/7),DannyAarons - Imposter,Viz - Jester","Simon - Crewmate - (7/7)
Josh - Crewmate - (6/7)
Vik - Crewmate - (4/7)
Tobi - Imposter
Ethan - Crewmate - (6/7)
Harry - Crewmate - (5/7)
Randolph - Crewmate - (5/7)
Lazarbeam - Crewmate - (4/7)
PieFace - Crewmate - (6/7)
DannyAarons - Imposter
Viz - Jester"
97,https://www.youtube.com/watch?v=w6eqbCLinB4&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=740s,Imposter,The Skeld,"Simon - Crewmate - (7/7),Josh - Jester,Vik - Crewmate - (7/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Harry - Crewmate - (3/7),Randolph - Imposter,Lazarbeam - Crewmate - (2/7),PieFace - Crewmate - (7/7),DannyAarons - Crewmate - (3/7),Viz - Imposter","Simon - Crewmate - (7/7)
Josh - Jester
Vik - Crewmate - (7/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Harry - Crewmate - (3/7)
Randolph - Imposter
Lazarbeam - Crewmate - (2/7)
PieFace - Crewmate - (7/7)
DannyAarons - Crewmate - (3/7)
Viz - Imposter"
98,https://www.youtube.com/watch?v=w6eqbCLinB4&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1584s,Imposter,The Skeld,"Simon - Imposter,Josh - Crewmate - (7/7),Vik - Crewmate - (4/7),Tobi - Crewmate - (7/7),Ethan - Imposter,Harry - Jester,Randolph - Crewmate - (3/7),Lazarbeam - Crewmate - (1/7),PieFace - Crewmate - (6/7),DannyAarons - Crewmate - (3/7),Viz - Crewmate - (6/7)","Simon - Imposter
Josh - Crewmate - (7/7)
Vik - Crewmate - (4/7)
Tobi - Crewmate - (7/7)
Ethan - Imposter
Harry - Jester
Randolph - Crewmate - (3/7)
Lazarbeam - Crewmate - (1/7)
PieFace - Crewmate - (6/7)
DannyAarons - Crewmate - (3/7)
Viz - Crewmate - (6/7)"
99,https://www.youtube.com/watch?v=MYbQTNdUdPU&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=42,Imposter,The Skeld,"Simon - Sheriff - (2/7),Josh - Crewmate - (3/7),Vik - Imposter,Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Harry - Imposter,Randolph - Crewmate - (5/7),Lazarbeam - Crewmate - (3/7),PieFace - Crewmate - (7/7),DannyAarons - Crewmate - (2/7),Viz - Crewmate - (6/7)","Simon - Sheriff - (2/7)
Josh - Crewmate - (3/7)
Vik - Imposter
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Harry - Imposter
Randolph - Crewmate - (5/7)
Lazarbeam - Crewmate - (3/7)
PieFace - Crewmate - (7/7)
DannyAarons - Crewmate - (2/7)
Viz - Crewmate - (6/7)"
100,https://www.youtube.com/watch?v=MYbQTNdUdPU&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1269s,Crewmate,The Skeld,"Simon - Crewmate - (3/7),Josh - Crewmate - (6/7),Vik - Imposter,Tobi - Crewmate - (2/7),Ethan - Crewmate - (5/7),Harry - Crewmate - (1/7),Randolph - Crewmate - (1/7),Lazarbeam - Sheriff - (0/7),PieFace - Imposter,DannyAarons - Crewmate - (2/7),Viz - Crewmate - (4/7)","Simon - Crewmate - (3/7)
Josh - Crewmate - (6/7)
Vik - Imposter
Tobi - Crewmate - (2/7)
Ethan - Crewmate - (5/7)
Harry - Crewmate - (1/7)
Randolph - Crewmate - (1/7)
Lazarbeam - Sheriff - (0/7)
PieFace - Imposter
DannyAarons - Crewmate - (2/7)
Viz - Crewmate - (4/7)"
101,https://www.youtube.com/watch?v=eQ8htMVTC8g&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=43,Imposter,The Skeld,"Simon - Engineer - (3/7),Josh - Mayor - (2/7),Vik - Medic - (2/7),Tobi - Crewmate - (6/7),Ethan - Crewmate - (7/7),Harry - Crewmate - (5/7),Randolph - Swapper - (7/7),Lazarbeam - Imposter,PieFace - Crewmate - (7/7),DannyAarons - Crewmate - (2/7),Viz - Imposter","Simon - Engineer - (3/7)
Josh - Mayor - (2/7)
Vik - Medic - (2/7)
Tobi - Crewmate - (6/7)
Ethan - Crewmate - (7/7)
Harry - Crewmate - (5/7)
Randolph - Swapper - (7/7)
Lazarbeam - Imposter
PieFace - Crewmate - (7/7)
DannyAarons - Crewmate - (2/7)
Viz - Imposter"
102,https://www.youtube.com/watch?v=eQ8htMVTC8g&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=943s,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (1/7),Vik - Mayor - (7/7),Tobi - Crewmate - (7/7),Ethan - Imposter,Harry - Crewmate - (7/7),Randolph - Crewmate - (6/7),Lazarbeam - Crewmate - (0/7),PieFace - Engineer - (7/7),DannyAarons - Imposter,Viz - Swapper - (7/7)","Simon - Crewmate - (7/7)
Josh - Crewmate - (1/7)
Vik - Mayor - (7/7)
Tobi - Crewmate - (7/7)
Ethan - Imposter
Harry - Crewmate - (7/7)
Randolph - Crewmate - (6/7)
Lazarbeam - Crewmate - (0/7)
PieFace - Engineer - (7/7)
DannyAarons - Imposter
Viz - Swapper - (7/7)"
103,https://www.youtube.com/watch?v=eQ8htMVTC8g&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2255s,Imposter,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (5/7),Vik - Crewmate - (7/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Harry - Imposter,Randolph - Crewmate - (4/7),Lazarbeam - Imposter,PieFace - Crewmate - (7/7),DannyAarons - Crewmate - (3/7),Viz - Crewmate - (6/7)","Simon - Crewmate - (7/7)
Josh - Crewmate - (5/7)
Vik - Crewmate - (7/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Harry - Imposter
Randolph - Crewmate - (4/7)
Lazarbeam - Imposter
PieFace - Crewmate - (7/7)
DannyAarons - Crewmate - (3/7)
Viz - Crewmate - (6/7)"
104,https://www.youtube.com/watch?v=-B3oIt9IHNY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=44,Crewmate,The Skeld,"Simon - Crewmate,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Harry - Crewmate,Randolph - Crewmate,Ellum - Crewmate,ChrisMD - Imposter,PieFace - Crewmate,Viz - Crewmate","Simon - Crewmate
Josh - Crewmate
Vik - Crewmate
Tobi - Crewmate
Ethan - Crewmate
Harry - Crewmate
Randolph - Crewmate
Ellum - Crewmate
ChrisMD - Imposter
PieFace - Crewmate
Viz - Crewmate"
105,https://www.youtube.com/watch?v=-B3oIt9IHNY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=229s,Crewmate,The Skeld,"Simon - Crewmate,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Harry - Crewmate,Randolph - Crewmate,Ellum - Crewmate,ChrisMD - Crewmate,PieFace - Crewmate,Viz - Imposter","Simon - Crewmate
Josh - Crewmate
Vik - Crewmate
Tobi - Crewmate
Ethan - Crewmate
Harry - Crewmate
Randolph - Crewmate
Ellum - Crewmate
ChrisMD - Crewmate
PieFace - Crewmate
Viz - Imposter"
106,https://www.youtube.com/watch?v=-B3oIt9IHNY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=563s,Crewmate,The Skeld,"Simon - Crewmate,Josh - Crewmate,Vik - Imposter,Tobi - Crewmate,Ethan - Crewmate,Harry - Crewmate,Randolph - Crewmate,Ellum - Crewmate,ChrisMD - Crewmate,PieFace - Crewmate,Viz - Crewmate","Simon - Crewmate
Josh - Crewmate
Vik - Imposter
Tobi - Crewmate
Ethan - Crewmate
Harry - Crewmate
Randolph - Crewmate
Ellum - Crewmate
ChrisMD - Crewmate
PieFace - Crewmate
Viz - Crewmate"
107,https://www.youtube.com/watch?v=-B3oIt9IHNY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=833s,Imposter,The Skeld,"Simon - Imposter,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Harry - Crewmate,Randolph - Crewmate,Ellum - Crewmate,ChrisMD - Crewmate,PieFace - Crewmate,Viz - Crewmate","Simon - Imposter
Josh - Crewmate
Vik - Crewmate
Tobi - Crewmate
Ethan - Crewmate
Harry - Crewmate
Randolph - Crewmate
Ellum - Crewmate
ChrisMD - Crewmate
PieFace - Crewmate
Viz - Crewmate"
108,https://www.youtube.com/watch?v=-B3oIt9IHNY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1059s,Crewmate,The Skeld,"Simon - Crewmate,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Harry - Crewmate,Randolph - Crewmate,Ellum - Crewmate,ChrisMD - Crewmate,PieFace - Imposter,Viz - Crewmate","Simon - Crewmate
Josh - Crewmate
Vik - Crewmate
Tobi - Crewmate
Ethan - Crewmate
Harry - Crewmate
Randolph - Crewmate
Ellum - Crewmate
ChrisMD - Crewmate
PieFace - Imposter
Viz - Crewmate"
109,https://www.youtube.com/watch?v=DFn458n_KrQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=45,Imposter,The Skeld,"Simon - Crewmate - (1/7),Josh - Crewmate - (4/7),Vik - Imposter,Tobi - Crewmate - (7/7),Ethan - Crewmate - (4/7),Harry - Crewmate - (4/7),Randolph - Crewmate - (4/7),Ellum - Swooper,ChrisMD - Crewmate - (3/7),PieFace - Crewmate - (6/7),Viz - Crewmate - (1/7)","Simon - Crewmate - (1/7)
Josh - Crewmate - (4/7)
Vik - Imposter
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (4/7)
Harry - Crewmate - (4/7)
Randolph - Crewmate - (4/7)
Ellum - Swooper
ChrisMD - Crewmate - (3/7)
PieFace - Crewmate - (6/7)
Viz - Crewmate - (1/7)"
110,https://www.youtube.com/watch?v=DFn458n_KrQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=660s,Crewmate,The Skeld,"Simon - Crewmate - (5/7),Josh - Crewmate - (6/7),Vik - Crewmate - (1/7),Tobi - Imposter,Ethan - Crewmate - (4/7),Harry - Crewmate - (5/7),Randolph - Crewmate - (6/7),Ellum - Crewmate - (5/7),ChrisMD - Crewmate - (1/7),PieFace - Swooper,Viz - Crewmate - (2/7)","Simon - Crewmate - (5/7)
Josh - Crewmate - (6/7)
Vik - Crewmate - (1/7)
Tobi - Imposter
Ethan - Crewmate - (4/7)
Harry - Crewmate - (5/7)
Randolph - Crewmate - (6/7)
Ellum - Crewmate - (5/7)
ChrisMD - Crewmate - (1/7)
PieFace - Swooper
Viz - Crewmate - (2/7)"
111,https://www.youtube.com/watch?v=DFn458n_KrQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1191s,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (5/7),Vik - Crewmate - (0/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (0/7),Harry - Imposter,Randolph - Crewmate - (6/7),Ellum - Crewmate - (5/7),ChrisMD - Crewmate - (0/7),PieFace - Crewmate - (5/7),Viz - Swooper","Simon - Crewmate - (7/7)
Josh - Crewmate - (5/7)
Vik - Crewmate - (0/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (0/7)
Harry - Imposter
Randolph - Crewmate - (6/7)
Ellum - Crewmate - (5/7)
ChrisMD - Crewmate - (0/7)
PieFace - Crewmate - (5/7)
Viz - Swooper"
112,https://www.youtube.com/watch?v=ozJalVCN0EE&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=46,Imposter,The Skeld,"Simon - Janitor,Josh - Crewmate - (0/7),Vik - Crewmate - (1/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (5/7),Harry - Crewmate - (7/7),Randolph - Crewmate - (7/7),Ellum - Crewmate - (7/7),ChrisMD - Crewmate - (2/7),PieFace - Crewmate - (7/7),Viz - Imposter","Simon - Janitor
Josh - Crewmate - (0/7)
Vik - Crewmate - (1/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (5/7)
Harry - Crewmate - (7/7)
Randolph - Crewmate - (7/7)
Ellum - Crewmate - (7/7)
ChrisMD - Crewmate - (2/7)
PieFace - Crewmate - (7/7)
Viz - Imposter"
113,https://www.youtube.com/watch?v=ozJalVCN0EE&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=799s,Imposter,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (4/7),Vik - Crewmate - (1/7),Tobi - Crewmate - (7/7),Ethan - Janitor,Harry - Crewmate - (1/7),Randolph - Crewmate - (3/7),Ellum - Imposter,ChrisMD - Crewmate - (2/7),PieFace - Crewmate - (6/7),Viz - Crewmate - (5/7)","Simon - Crewmate - (7/7)
Josh - Crewmate - (4/7)
Vik - Crewmate - (1/7)
Tobi - Crewmate - (7/7)
Ethan - Janitor
Harry - Crewmate - (1/7)
Randolph - Crewmate - (3/7)
Ellum - Imposter
ChrisMD - Crewmate - (2/7)
PieFace - Crewmate - (6/7)
Viz - Crewmate - (5/7)"
114,https://www.youtube.com/watch?v=ozJalVCN0EE&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1514s,Crewmate,The Skeld,"Simon - Crewmate - (2/7),Josh - Crewmate - (1/7),Vik - Crewmate - (0/7),Tobi - Crewmate - (3/7),Ethan - Crewmate - (5/7),Harry - Crewmate - (5/7),Randolph - Imposter,Ellum - Janitor,ChrisMD - Crewmate - (1/7),PieFace - Crewmate - (4/7),Viz - Crewmate - (6/7)","Simon - Crewmate - (2/7)
Josh - Crewmate - (1/7)
Vik - Crewmate - (0/7)
Tobi - Crewmate - (3/7)
Ethan - Crewmate - (5/7)
Harry - Crewmate - (5/7)
Randolph - Imposter
Ellum - Janitor
ChrisMD - Crewmate - (1/7)
PieFace - Crewmate - (4/7)
Viz - Crewmate - (6/7)"
115,https://www.youtube.com/watch?v=tfAo4dNFWg8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=47,Imposter,The Skeld,"Simon - Crewmate - (1/7),Josh - Giant Crewmate - (4/7),Vik - Crewmate - (5/7),Tobi - Crewmate - (7/7),Harry - Crewmate - (7/7),Randolph - Crewmate - (7/7),Lachlan - Imposter,Lazarbeam - Crewmate - (3/7),PieFace - Crewmate - (7/7),DannyAarons - Imposter,Viz - Crewmate - (7/7)","Simon - Crewmate - (1/7)
Josh - Giant Crewmate - (4/7)
Vik - Crewmate - (5/7)
Tobi - Crewmate - (7/7)
Harry - Crewmate - (7/7)
Randolph - Crewmate - (7/7)
Lachlan - Imposter
Lazarbeam - Crewmate - (3/7)
PieFace - Crewmate - (7/7)
DannyAarons - Imposter
Viz - Crewmate - (7/7)"
116,https://youtu.be/tfAo4dNFWg8?list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=753,Imposter,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (7/7),Vik - Crewmate - (7/7),Tobi - Crewmate - (7/7),Harry - Crewmate - (7/7),Randolph - Crewmate - (7/7),Lachlan - Giant Imposter,Lazarbeam - Crewmate - (5/7),PieFace - Crewmate - (7/7),DannyAarons - Imposter,Viz - Crewmate - (7/7)","Simon - Crewmate - (7/7)
Josh - Crewmate - (7/7)
Vik - Crewmate - (7/7)
Tobi - Crewmate - (7/7)
Harry - Crewmate - (7/7)
Randolph - Crewmate - (7/7)
Lachlan - Giant Imposter
Lazarbeam - Crewmate - (5/7)
PieFace - Crewmate - (7/7)
DannyAarons - Imposter
Viz - Crewmate - (7/7)"
117,https://www.youtube.com/watch?v=VxzpifmEEes&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=48,Imposter,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (7/7),Vik - Flash Imposter,Tobi - Imposter,Harry - Crewmate - (7/7),Randolph - Crewmate - (7/7),Lachlan - Crewmate - (7/7),Lazarbeam - Crewmate - (5/7),PieFace - Crewmate - (7/7),DannyAarons - Crewmate - (1/7),Viz - Crewmate - (7/7)","Simon - Crewmate - (7/7)
Josh - Crewmate - (7/7)
Vik - Flash Imposter
Tobi - Imposter
Harry - Crewmate - (7/7)
Randolph - Crewmate - (7/7)
Lachlan - Crewmate - (7/7)
Lazarbeam - Crewmate - (5/7)
PieFace - Crewmate - (7/7)
DannyAarons - Crewmate - (1/7)
Viz - Crewmate - (7/7)"
118,https://www.youtube.com/watch?v=VxzpifmEEes&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=828s,Crewmate,The Skeld,"Simon - Crewmate - (6/7),Josh - Crewmate - (4/7),Vik - Flash Crewmate - (0/7),Tobi - Imposter,Harry - Crewmate - (3/7),Randolph - Crewmate - (7/7),Lachlan - Crewmate - (1/7),Lazarbeam - Imposter,PieFace - Crewmate - (1/7),DannyAarons - Crewmate - (3/7),Viz - Crewmate - (4/7)","Simon - Crewmate - (6/7)
Josh - Crewmate - (4/7)
Vik - Flash Crewmate - (0/7)
Tobi - Imposter
Harry - Crewmate - (3/7)
Randolph - Crewmate - (7/7)
Lachlan - Crewmate - (1/7)
Lazarbeam - Imposter
PieFace - Crewmate - (1/7)
DannyAarons - Crewmate - (3/7)
Viz - Crewmate - (4/7)"
119,https://www.youtube.com/watch?v=VxzpifmEEes&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1245s,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Josh - Imposter,Vik - Crewmate - (1/7),Tobi - Crewmate - (7/7),Lachlan - Flash Crewmate - (6/7),Lazarbeam - Imposter,PieFace - Crewmate - (7/7),DannyAarons - Crewmate - (0/7),Viz - Crewmate - (7/7)","Simon - Crewmate - (7/7)
Josh - Imposter
Vik - Crewmate - (1/7)
Tobi - Crewmate - (7/7)
Lachlan - Flash Crewmate - (6/7)
Lazarbeam - Imposter
PieFace - Crewmate - (7/7)
DannyAarons - Crewmate - (0/7)
Viz - Crewmate - (7/7)"
120,https://www.youtube.com/watch?v=da9dMCaNOeI&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=49,Imposter,The Skeld,"Simon - Swooper,Josh - Guardian Angel - (3/7),Tobi - Detective - (6/7),Ethan - Engineer - (6/7),Harry - Altruist - (4/7),Randolph - Tracker - (2/7),Lazarbeam - Sheriff - (1/7),Ellum - Crewmate - (5/7),MilkInABag - Morphling,DannyAarons - Mayor - (5/7),Viz - Swapper - (3/7)","Simon - Swooper
Josh - Guardian Angel - (3/7)
Tobi - Detective - (6/7)
Ethan - Engineer - (6/7)
Harry - Altruist - (4/7)
Randolph - Tracker - (2/7)
Lazarbeam - Sheriff - (1/7)
Ellum - Crewmate - (5/7)
MilkInABag - Morphling
DannyAarons - Mayor - (5/7)
Viz - Swapper - (3/7)"
121,https://www.youtube.com/watch?v=da9dMCaNOeI&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=758s,Crewmate,The Skeld,"Simon - Mayor - (5/7),Josh - Morphling,Tobi - Altruist - (6/7),Ethan - Swooper,Harry - Guardian Angel,Randolph - Detective - (7/7),Lachlan - Crewmate - (3/7),Ellum - Engineer - (1/7),MilkInABag - Tracker - (3/7),DannyAarons - Sheriff - (2/7),Viz - Swapper - (4/7)","Simon - Mayor - (5/7)
Josh - Morphling
Tobi - Altruist - (6/7)
Ethan - Swooper
Harry - Guardian Angel
Randolph - Detective - (7/7)
Lachlan - Crewmate - (3/7)
Ellum - Engineer - (1/7)
MilkInABag - Tracker - (3/7)
DannyAarons - Sheriff - (2/7)
Viz - Swapper - (4/7)"
122,https://www.youtube.com/watch?v=da9dMCaNOeI&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1397s,Jester,The Skeld,"Simon - Janitor,Josh - Swapper - (6/7),Tobi - Crewmate - (6/7),Ethan - Mayor - (5/7),Harry - Detective - (0/7),Randolph - Tracker - (6/7),Lazarbeam - Jester,Ellum - Engineer - (3/7),MilkInABag - Altruist - (2/7),DannyAarons - Morphling,Viz - Crewmate - (5/7)","Simon - Janitor
Josh - Swapper - (6/7)
Tobi - Crewmate - (6/7)
Ethan - Mayor - (5/7)
Harry - Detective - (0/7)
Randolph - Tracker - (6/7)
Lazarbeam - Jester
Ellum - Engineer - (3/7)
MilkInABag - Altruist - (2/7)
DannyAarons - Morphling
Viz - Crewmate - (5/7)"
123,https://www.youtube.com/watch?v=PjuDnCP5sdM&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=50,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (4/7),Vik - Imposter,Tobi - Engineer - (7/7),Ethan - Crewmate - (0/7),Harry - Mayor - (5/7),Randolph - Crewmate - (7/7),Lachlan - Crewmate - (4/7),Ellum - Crewmate - (7/7),MilkInABag - Crewmate - (5/7),DannyAarons - Crewmate - (3/7),Viz - Escapist","Simon - Crewmate - (7/7)
Josh - Crewmate - (4/7)
Vik - Imposter
Tobi - Engineer - (7/7)
Ethan - Crewmate - (0/7)
Harry - Mayor - (5/7)
Randolph - Crewmate - (7/7)
Lachlan - Crewmate - (4/7)
Ellum - Crewmate - (7/7)
MilkInABag - Crewmate - (5/7)
DannyAarons - Crewmate - (3/7)
Viz - Escapist"
124,https://www.youtube.com/watch?v=PjuDnCP5sdM&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=817s,Crewmate,The Skeld,"Simon - Crewmate - (6/7),Josh - Crewmate - (6/7),Vik - Imposter,Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Harry - Crewmate - (2/7),Randolph - Mayor - (6/7),Lazarbeam - Engineer - (0/7),Ellum - Crewmate - (0/7),MilkInABag - Crewmate - (3/7),DannyAarons - Escapist,Viz - Crewmate - (5/7)","Simon - Crewmate - (6/7)
Josh - Crewmate - (6/7)
Vik - Imposter
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Harry - Crewmate - (2/7)
Randolph - Mayor - (6/7)
Lazarbeam - Engineer - (0/7)
Ellum - Crewmate - (0/7)
MilkInABag - Crewmate - (3/7)
DannyAarons - Escapist
Viz - Crewmate - (5/7)"
125,https://www.youtube.com/watch?v=PjuDnCP5sdM&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1570s,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (5/7),Vik - Imposter,Tobi - Mayor - (5/7),Ethan - Crewmate - (2/7),Harry - Engineer - (0/7),Randolph - Crewmate - (6/7),Lachlan - Escapist,Ellum - Crewmate - (3/7),MilkInABag - Crewmate - (7/7),DannyAarons - Crewmate - (1/7),Viz - Crewmate - (5/7)","Simon - Crewmate - (7/7)
Josh - Crewmate - (5/7)
Vik - Imposter
Tobi - Mayor - (5/7)
Ethan - Crewmate - (2/7)
Harry - Engineer - (0/7)
Randolph - Crewmate - (6/7)
Lachlan - Escapist
Ellum - Crewmate - (3/7)
MilkInABag - Crewmate - (7/7)
DannyAarons - Crewmate - (1/7)
Viz - Crewmate - (5/7)"
126,https://www.youtube.com/watch?v=7zMzI1t8mIU&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=51,Lover,The Skeld,"Simon - Crewmate - (6/7),Josh - Crewmate - (4/7),Vik - Crewmate - (5/7),Ethan - Crewmate Lover - (5/7),Harry - Crewmate - (3/7),JJ - Crewmate - (0/7),Randolph - Crewmate - (4/7),Lazarbeam - Crewmate - (1/7),PieFace - Crewmate - (4/7),Chip - Crewmate - (0/7),MaxFosh - Imposter Lover,DannyAarons - Imposter","Simon - Crewmate - (6/7)
Josh - Crewmate - (4/7)
Vik - Crewmate - (5/7)
Ethan - Crewmate Lover - (5/7)
Harry - Crewmate - (3/7)
JJ - Crewmate - (0/7)
Randolph - Crewmate - (4/7)
Lazarbeam - Crewmate - (1/7)
PieFace - Crewmate - (4/7)
Chip - Crewmate - (0/7)
MaxFosh - Imposter Lover
DannyAarons - Imposter"
127,https://www.youtube.com/watch?v=7zMzI1t8mIU&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1041s,Crewmate,The Skeld,"Simon - Imposter Lover,Josh - Crewmate - (6/7),Vik - Crewmate - (6/7),Ethan - Imposter,Harry - Crewmate - (2/7),JJ - Crewmate Lover - (0/7),Randolph - Crewmate - (3/7),Lazarbeam - Crewmate - (1/7),PieFace - Crewmate - (3/7),Chip - Crewmate - (0/7),MaxFosh - Crewmate - (4/7),DannyAarons - Crewmate - (3/7)","Simon - Imposter Lover
Josh - Crewmate - (6/7)
Vik - Crewmate - (6/7)
Ethan - Imposter
Harry - Crewmate - (2/7)
JJ - Crewmate Lover - (0/7)
Randolph - Crewmate - (3/7)
Lazarbeam - Crewmate - (1/7)
PieFace - Crewmate - (3/7)
Chip - Crewmate - (0/7)
MaxFosh - Crewmate - (4/7)
DannyAarons - Crewmate - (3/7)"
128,https://www.youtube.com/watch?v=7zMzI1t8mIU&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2171s,Crewmate,The Skeld,"Simon - Crewmate - (3/7),Josh - Imposter,Vik - Crewmate - (4/7),Ethan - Imposter,Harry - Crewmate - (0/7),JJ - Crewmate - (5/7),Randolph - Crewmate - (5/7),Lazarbeam - Crewmate - (3/7),PieFace - Crewmate Lover - (5/7),Chip - Crewmate - (4/7),MaxFosh - Crewmate Lover - (1/7),DannyAarons - Crewmate - (2/7)","Simon - Crewmate - (3/7)
Josh - Imposter
Vik - Crewmate - (4/7)
Ethan - Imposter
Harry - Crewmate - (0/7)
JJ - Crewmate - (5/7)
Randolph - Crewmate - (5/7)
Lazarbeam - Crewmate - (3/7)
PieFace - Crewmate Lover - (5/7)
Chip - Crewmate - (4/7)
MaxFosh - Crewmate Lover - (1/7)
DannyAarons - Crewmate - (2/7)"
