Game Number,Video Link,Winner,Map Name,"Players, Roles and Tasks","Players, Roles and Tasks"
236,https://www.youtube.com/watch?v=nxGlZX9GH5I&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2056s,Imposter,The Skeld,"Simon - Imposter,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Harry - Noise Maker,JJ - ShapeShifter,Lachlan - Crewmate,PieFace - Crewmate,Viz - Crewmate","Simon - Imposter
Josh - Crewmate
Vik - Crewmate
Tobi - Crewmate
Ethan - Crewmate
Harry - Noise Maker
JJ - ShapeShifter
Lachlan - Crewmate
PieFace - Crewmate
Viz - Crewmate"
237,https://www.youtube.com/watch?v=36ua-xxGEYQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=83,Crewmate,The Skeld,"Simon - Crewmate,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Harry - Crewmate,JJ - Imposter,Lachlan - Phantom Imposter,PieFace - Crewmate,Viz - Noise Maker","Simon - Crewmate
Josh - Crewmate
Vik - Crewmate
Tobi - Crewmate
Ethan - Crewmate
Harry - Crewmate
JJ - Imposter
Lachlan - Phantom Imposter
PieFace - Crewmate
Viz - Noise Maker"
238,https://www.youtube.com/watch?v=36ua-xxGEYQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=920s,Crewmate,The Skeld,"Simon - Crewmate,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Harry - Crewmate,JJ - Phantom Imposter,Lachlan - Crewmate,PieFace - Imposter,Viz - Noise Maker","Simon - Crewmate
Josh - Crewmate
Vik - Crewmate
Tobi - Crewmate
Ethan - Crewmate
Harry - Crewmate
JJ - Phantom Imposter
Lachlan - Crewmate
PieFace - Imposter
Viz - Noise Maker"
239,https://www.youtube.com/watch?v=36ua-xxGEYQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1485s,Crewmate,The Skeld,"Simon - Noise Maker,Josh - Crewmate,Vik - Crewmate,Tobi - Crewmate,Ethan - Phantom Imposter,Harry - Crewmate,JJ - Crewmate,Lachlan - Crewmate,PieFace - Imposter,Viz - Crewmate","Simon - Noise Maker
Josh - Crewmate
Vik - Crewmate
Tobi - Crewmate
Ethan - Phantom Imposter
Harry - Crewmate
JJ - Crewmate
Lachlan - Crewmate
PieFace - Imposter
Viz - Crewmate"
240,https://www.youtube.com/watch?v=R3rG6Aiwdho&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=84,Crewmate,The Skeld,"Simon - Crewmate - (2/7),Josh - Crewmate - (4/7),Tobi - Veteran - (5/7),Ethan - Haunter - (1/7),Harry - Crewmate - (5/7),JJ - Imposter,Randolph - Imposter,Lazarbeam - Crewmate - (1/7),DannyAarons - Crewmate - (1/7),Viz - Crewmate - (4/7)","Simon - Crewmate - (2/7)
Josh - Crewmate - (4/7)
Tobi - Veteran - (5/7)
Ethan - Haunter - (1/7)
Harry - Crewmate - (5/7)
JJ - Imposter
Randolph - Imposter
Lazarbeam - Crewmate - (1/7)
DannyAarons - Crewmate - (1/7)
Viz - Crewmate - (4/7)"
241,https://www.youtube.com/watch?v=R3rG6Aiwdho&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=625s,Executioner,The Skeld,"Simon - Crewmate - (1/7),Josh - Haunter - (3/7),Tobi - Veteran - (4/7),Ethan - Executioner,Harry - Crewmate - (2/7),JJ - Crewmate - (2/7),Randolph - Imposter,Lazarbeam - Imposter,DannyAarons - Crewmate - (3/7),Viz - Crewmate - (2/7)","Simon - Crewmate - (1/7)
Josh - Haunter - (3/7)
Tobi - Veteran - (4/7)
Ethan - Executioner
Harry - Crewmate - (2/7)
JJ - Crewmate - (2/7)
Randolph - Imposter
Lazarbeam - Imposter
DannyAarons - Crewmate - (3/7)
Viz - Crewmate - (2/7)"
242,https://www.youtube.com/watch?v=R3rG6Aiwdho&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1041s,Imposter,The Skeld,"Simon - Imposter,Josh - Haunter - (2/7),Tobi - Crewmate - (5/7),Ethan - Executioner,Harry - Crewmate - (2/7),JJ - Crewmate - (3/7),Randolph - Crewmate - (2/7),Lazarbeam - Crewmate - (1/7),DannyAarons - Crewmate - (3/7),Viz - Imposter","Simon - Imposter
Josh - Haunter - (2/7)
Tobi - Crewmate - (5/7)
Ethan - Executioner
Harry - Crewmate - (2/7)
JJ - Crewmate - (3/7)
Randolph - Crewmate - (2/7)
Lazarbeam - Crewmate - (1/7)
DannyAarons - Crewmate - (3/7)
Viz - Imposter"
243,https://www.youtube.com/watch?v=R3rG6Aiwdho&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1457s,Executioner,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (6/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Harry - Haunter - (7/7),JJ - Imposter,Randolph - Veteran - (7/7),Lazarbeam - Imposter,DannyAarons - Executioner,Viz - Crewmate - (2/7)","Simon - Crewmate - (7/7)
Josh - Crewmate - (6/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Harry - Haunter - (7/7)
JJ - Imposter
Randolph - Veteran - (7/7)
Lazarbeam - Imposter
DannyAarons - Executioner
Viz - Crewmate - (2/7)"
244,https://www.youtube.com/watch?v=fKjdiU0XlF4&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=85,Doomsayer,The Skeld,"Simon - Jester,Josh - Shifter,Tobi - Joker,Ethan - Oracle,Harry - Grenadier,JJ - Blackmailer,Randolph - Plaguebearer,Lazarbeam - Doomsayer,DannyAarons - Time Lord,Viz - Veteran","Simon - Jester
Josh - Shifter
Tobi - Joker
Ethan - Oracle
Harry - Grenadier
JJ - Blackmailer
Randolph - Plaguebearer
Lazarbeam - Doomsayer
DannyAarons - Time Lord
Viz - Veteran"
245,https://www.youtube.com/watch?v=fKjdiU0XlF4&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=839s,Pelican,The Skeld,"Simon - Snitch - (6/7),Josh - Executioner,Tobi - Undertaker,Harry - Jester,JJ - Pelican,Randolph - Doomsayer,Lachlan - Detective - (0/7),Lazarbeam - Priest - (0/7),DannyAarons - Warlock,Viz - Amnesiac","Simon - Snitch - (6/7)
Josh - Executioner
Tobi - Undertaker
Harry - Jester
JJ - Pelican
Randolph - Doomsayer
Lachlan - Detective - (0/7)
Lazarbeam - Priest - (0/7)
DannyAarons - Warlock
Viz - Amnesiac"
246,https://www.youtube.com/watch?v=fKjdiU0XlF4&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1558s,Executioner,The Skeld,"Simon - Werewolf,Josh - Witch,Tobi - Guardian Angel,Harry - Executioner,JJ - Detective,Randolph - Jester,Lachlan - Doomsayer,Lazarbeam - Vampire,DannyAarons - Imitator,Viz - Bodyguard","Simon - Werewolf
Josh - Witch
Tobi - Guardian Angel
Harry - Executioner
JJ - Detective
Randolph - Jester
Lachlan - Doomsayer
Lazarbeam - Vampire
DannyAarons - Imitator
Viz - Bodyguard"
247,https://www.youtube.com/watch?v=fKjdiU0XlF4&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2033s,Crewmate,The Skeld,"Simon - Survivor,Josh - Detective,Tobi - Werewolf,Harry - Joker,JJ - Pursuer,Randolph - Astral,Lachlan - Guardian Angel,Lazarbeam - Investigator,DannyAarons - Doomsayer,Viz - Undertaker","Simon - Survivor
Josh - Detective
Tobi - Werewolf
Harry - Joker
JJ - Pursuer
Randolph - Astral
Lachlan - Guardian Angel
Lazarbeam - Investigator
DannyAarons - Doomsayer
Viz - Undertaker"
248,https://www.youtube.com/watch?v=3zQ_x4E9Nak&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=86,Crewmate,The Skeld,"Simon - Crewmate - (3/7),Vik - Imposter,Tobi - Sheriff - (5/7),Ethan - Crewmate - (4/7),Harry - Crewmate - (1/7),Lazarbeam - Imposter,George Clarkey - Jester,Calfreezy - Crewmate - (1/7),ArthurTV - Crewmate - (2/7),Deji - Engineer - (0/7)","Simon - Crewmate - (3/7)
Vik - Imposter
Tobi - Sheriff - (5/7)
Ethan - Crewmate - (4/7)
Harry - Crewmate - (1/7)
Lazarbeam - Imposter
George Clarkey - Jester
Calfreezy - Crewmate - (1/7)
ArthurTV - Crewmate - (2/7)
Deji - Engineer - (0/7)"
249,https://www.youtube.com/watch?v=3zQ_x4E9Nak&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=516s,Jester,The Skeld,"Simon - Engineer - (0/7),Vik - Crewmate - (1/7),Tobi - Imposter,Ethan - Crewmate - (1/7),Harry - Imposter,Lazarbeam - Sheriff - (1/7),George Clarkey - Crewmate - (1/7),Calfreezy - Crewmate - (1/7),ArthurTV - Crewmate - (1/7),Deji - Jester","Simon - Engineer - (0/7)
Vik - Crewmate - (1/7)
Tobi - Imposter
Ethan - Crewmate - (1/7)
Harry - Imposter
Lazarbeam - Sheriff - (1/7)
George Clarkey - Crewmate - (1/7)
Calfreezy - Crewmate - (1/7)
ArthurTV - Crewmate - (1/7)
Deji - Jester"
250,https://www.youtube.com/watch?v=3zQ_x4E9Nak&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=770s,Jester,The Skeld,"Simon - Imposter,Vik - Crewmate - (0/7),Tobi - Engineer - (4/7),Ethan - Jester,Harry - Imposter,Lazarbeam - Sheriff - (0/7),George Clarkey - Crewmate - (0/7),Calfreezy - Crewmate - (0/7),ArthurTV - Crewmate - (0/7),Deji - Crewmate - (0/7)","Simon - Imposter
Vik - Crewmate - (0/7)
Tobi - Engineer - (4/7)
Ethan - Jester
Harry - Imposter
Lazarbeam - Sheriff - (0/7)
George Clarkey - Crewmate - (0/7)
Calfreezy - Crewmate - (0/7)
ArthurTV - Crewmate - (0/7)
Deji - Crewmate - (0/7)"
251,https://www.youtube.com/watch?v=3zQ_x4E9Nak&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1419s,Jester,The Skeld,"Simon - Jester,Vik - Engineer - (2/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (6/7),Harry - Crewmate - (2/7),Lazarbeam - Sheriff - (1/7),George Clarkey - Crewmate - (1/7),Calfreezy - Imposter,ArthurTV - Imposter,Deji - Crewmate - (1/7)","Simon - Jester
Vik - Engineer - (2/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (6/7)
Harry - Crewmate - (2/7)
Lazarbeam - Sheriff - (1/7)
George Clarkey - Crewmate - (1/7)
Calfreezy - Imposter
ArthurTV - Imposter
Deji - Crewmate - (1/7)"
252,https://www.youtube.com/watch?v=3zQ_x4E9Nak&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2068s,Jester,The Skeld,"Simon - Jester,Vik - Crewmate - (0/7),Tobi - Imposter,Ethan - Imposter,Harry - Crewmate - (1/7),Lazarbeam - Crewmate - (2/7),George Clarkey - Engineer - (0/7),Calfreezy - Crewmate - (1/7),ArthurTV - Sheriff - (1/7),Deji - Crewmate - (1/7)","Simon - Jester
Vik - Crewmate - (0/7)
Tobi - Imposter
Ethan - Imposter
Harry - Crewmate - (1/7)
Lazarbeam - Crewmate - (2/7)
George Clarkey - Engineer - (0/7)
Calfreezy - Crewmate - (1/7)
ArthurTV - Sheriff - (1/7)
Deji - Crewmate - (1/7)"
253,https://www.youtube.com/watch?v=3zQ_x4E9Nak&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2676s,Jester,The Skeld,"Simon - Jester,Vik - Imposter,Tobi - Crewmate - (5/7),Ethan - Sheriff - (1/7),Harry - Crewmate - (2/7),Lazarbeam - Engineer - (0/7),George Clarkey - Imposter,Calfreezy - Crewmate - (1/7),ArthurTV - Crewmate - (0/7),Deji - Crewmate - (0/7)","Simon - Jester
Vik - Imposter
Tobi - Crewmate - (5/7)
Ethan - Sheriff - (1/7)
Harry - Crewmate - (2/7)
Lazarbeam - Engineer - (0/7)
George Clarkey - Imposter
Calfreezy - Crewmate - (1/7)
ArthurTV - Crewmate - (0/7)
Deji - Crewmate - (0/7)"
254,https://www.youtube.com/watch?v=3zQ_x4E9Nak&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=3376s,Jester,The Skeld,"Simon - Sheriff,Vik - Crewmate,Tobi - Crewmate,Ethan - Crewmate,Harry - Crewmate,Lazarbeam - Engineer,George Clarkey - Imposter,Calfreezy - Imposter,ArthurTV - Crewmate,Deji - Jester","Simon - Sheriff
Vik - Crewmate
Tobi - Crewmate
Ethan - Crewmate
Harry - Crewmate
Lazarbeam - Engineer
George Clarkey - Imposter
Calfreezy - Imposter
ArthurTV - Crewmate
Deji - Jester"
255,https://www.youtube.com/watch?v=rWjky-ibZIM&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=87,Crewmate,The Skeld,"Simon - Snitch - (7/7),Vik - Crewmate - (1/7),Tobi - Morphling,Ethan - Engineer - (0/7),Harry - Crewmate - (6/7),Lazarbeam - Crewmate - (0/7),George Clarkey - Swooper,Calfreezy - Crewmate - (2/7),ArthurTV - Tracker - (6/7),Deji - Crewmate - (0/7)","Simon - Snitch - (7/7)
Vik - Crewmate - (1/7)
Tobi - Morphling
Ethan - Engineer - (0/7)
Harry - Crewmate - (6/7)
Lazarbeam - Crewmate - (0/7)
George Clarkey - Swooper
Calfreezy - Crewmate - (2/7)
ArthurTV - Tracker - (6/7)
Deji - Crewmate - (0/7)"
256,https://www.youtube.com/watch?v=rWjky-ibZIM&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=639s,Crewmate,The Skeld,"Simon - Crewmate - (5/8),Vik - Swooper,Tobi - Crewmate - (5/8),Ethan - Crewmate - (2/8),Harry - Engineer - (2/8),Lazarbeam - Morphling,George Clarkey - Tracker - (2/8),ArthurTV - Snitch - (4/8),Deji - Crewmate - (0/8),Viz - Crewmate - (0/8)","Simon - Crewmate - (5/8)
Vik - Swooper
Tobi - Crewmate - (5/8)
Ethan - Crewmate - (2/8)
Harry - Engineer - (2/8)
Lazarbeam - Morphling
George Clarkey - Tracker - (2/8)
ArthurTV - Snitch - (4/8)
Deji - Crewmate - (0/8)
Viz - Crewmate - (0/8)"
257,https://www.youtube.com/watch?v=rWjky-ibZIM&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1382s,Crewmate,The Skeld,"Simon - Engineer - (0/8),Vik - Snitch - (6/8),Tobi - Swooper,Ethan - Crewmate - (7/8),Harry - Crewmate - (8/8),Lazarbeam - Crewmate - (4/8),George Clarkey - Morphling,ArthurTV - Snitch - (4/8),Deji - Tracker - (3/8),Viz - Crewmate - (2/8)","Simon - Engineer - (0/8)
Vik - Snitch - (6/8)
Tobi - Swooper
Ethan - Crewmate - (7/8)
Harry - Crewmate - (8/8)
Lazarbeam - Crewmate - (4/8)
George Clarkey - Morphling
ArthurTV - Snitch - (4/8)
Deji - Tracker - (3/8)
Viz - Crewmate - (2/8)"
258,https://www.youtube.com/watch?v=rWjky-ibZIM&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2201s,Crewmate,The Skeld,"Simon - Crewmate - (7/8),Vik - Crewmate - (0/8),Tobi - Morphling,Ethan - Crewmate - (8/8),Harry - Snitch - (8/8),Lazarbeam - Crewmate - (4/8),George Clarkey - Crewmate - (0/8),ArthurTV - Swooper,Deji - Engineer - (0/8),Viz - Tracker - (1/8)","Simon - Crewmate - (7/8)
Vik - Crewmate - (0/8)
Tobi - Morphling
Ethan - Crewmate - (8/8)
Harry - Snitch - (8/8)
Lazarbeam - Crewmate - (4/8)
George Clarkey - Crewmate - (0/8)
ArthurTV - Swooper
Deji - Engineer - (0/8)
Viz - Tracker - (1/8)"
259,https://www.youtube.com/watch?v=rWjky-ibZIM&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=3203s,Crewmate,The Skeld,"Simon - Tracker - (0/8),Vik - Snitch - (5/8),Tobi - Crewmate - (8/8),Ethan - Crewmate - (8/8),Harry - Crewmate - (8/8),Lazarbeam - Morphling,George Clarkey - Juggernaut,ArthurTV - Crewmate - (7/8),Deji - Engineer - (0/8),Viz - Swooper","Simon - Tracker - (0/8)
Vik - Snitch - (5/8)
Tobi - Crewmate - (8/8)
Ethan - Crewmate - (8/8)
Harry - Crewmate - (8/8)
Lazarbeam - Morphling
George Clarkey - Juggernaut
ArthurTV - Crewmate - (7/8)
Deji - Engineer - (0/8)
Viz - Swooper"
260,https://www.youtube.com/watch?v=PGPGG3guotc&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=88,Imposter,The Skeld,"Simon - Crewmate - (6/8),Josh - Imposter,Vik - Crewmate - (0/8),Tobi - Altruist - (8/8),Ethan - Swooper,Harry - Engineer - (6/8),JJ - Crewmate - (3/8),Ciaran - Crewmate - (2/8),Deji - Crewmate - (4/8),Viz - Crewmate - (2/8)","Simon - Crewmate - (6/8)
Josh - Imposter
Vik - Crewmate - (0/8)
Tobi - Altruist - (8/8)
Ethan - Swooper
Harry - Engineer - (6/8)
JJ - Crewmate - (3/8)
Ciaran - Crewmate - (2/8)
Deji - Crewmate - (4/8)
Viz - Crewmate - (2/8)"
261,https://www.youtube.com/watch?v=PGPGG3guotc&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=773s,Crewmate,The Skeld,"Simon - Crewmate - (8/8),Josh - Imposter,Vik - Crewmate - (8/8),Tobi - Engineer - (8/8),Ethan - Crewmate - (8/8),Harry - Swooper,JJ - Altruist - (8/8),Ciaran - Crewmate - (8/8),Deji - Crewmate - (8/8),Viz - Crewmate - (8/8)","Simon - Crewmate - (8/8)
Josh - Imposter
Vik - Crewmate - (8/8)
Tobi - Engineer - (8/8)
Ethan - Crewmate - (8/8)
Harry - Swooper
JJ - Altruist - (8/8)
Ciaran - Crewmate - (8/8)
Deji - Crewmate - (8/8)
Viz - Crewmate - (8/8)"
262,https://www.youtube.com/watch?v=PGPGG3guotc&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1691s,Crewmate,The Skeld,"Simon - Crewmate - (8/8),Josh - Crewmate - (8/8),Vik - Crewmate - (3/8),Tobi - Altruist - (8/8),Ethan - Crewmate - (8/8),Harry - Swooper,JJ - Imposter,Ciaran - Crewmate - (7/8),Deji - Crewmate - (0/8),Viz - Engineer - (3/8)","Simon - Crewmate - (8/8)
Josh - Crewmate - (8/8)
Vik - Crewmate - (3/8)
Tobi - Altruist - (8/8)
Ethan - Crewmate - (8/8)
Harry - Swooper
JJ - Imposter
Ciaran - Crewmate - (7/8)
Deji - Crewmate - (0/8)
Viz - Engineer - (3/8)"
263,https://www.youtube.com/watch?v=eX381RBkHc0&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=89,Crewmate,The Skeld,"Simon - Haunter - (8/8),Josh - Doomsayer,Vik - Phantom - (0/8),Tobi - Warlock,Ethan - Altruist - (6/8),Harry - Guardian Angel - (2/8),JJ - Miner,Ciaran - Aurial - (3/8),Deji - Transporter - (0/8),Viz - Mystic - (2/8)","Simon - Haunter - (8/8)
Josh - Doomsayer
Vik - Phantom - (0/8)
Tobi - Warlock
Ethan - Altruist - (6/8)
Harry - Guardian Angel - (2/8)
JJ - Miner
Ciaran - Aurial - (3/8)
Deji - Transporter - (0/8)
Viz - Mystic - (2/8)"
264,https://www.youtube.com/watch?v=eX381RBkHc0&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=827s,Imposter,The Skeld,"Simon - Aurial - (5/8),Josh - Grenadier,Vik - Venerer,Tobi - Phantom - (1/8),Ethan - Oracle - (4/8),Harry - Medic - (4/8),JJ - Doomsayer,Ciaran - Amnesiac,Deji - Sheriff - (4/8),Viz - Engineer - (0/8)","Simon - Aurial - (5/8)
Josh - Grenadier
Vik - Venerer
Tobi - Phantom - (1/8)
Ethan - Oracle - (4/8)
Harry - Medic - (4/8)
JJ - Doomsayer
Ciaran - Amnesiac
Deji - Sheriff - (4/8)
Viz - Engineer - (0/8)"
265,https://www.youtube.com/watch?v=eX381RBkHc0&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1347s,Executioner,The Skeld,"Simon - Janitor,Josh - Miner,Vik - Haunter - (2/8),Tobi - Arsonist - (1/8),Ethan - Executioner,Harry - Vigilante - (4/8),JJ - Aurial - (0/8),Ciaran - Medic - (1/8),Deji - Survivor,Viz - Snitch - (7/8)","Simon - Janitor
Josh - Miner
Vik - Haunter - (2/8)
Tobi - Arsonist - (1/8)
Ethan - Executioner
Harry - Vigilante - (4/8)
JJ - Aurial - (0/8)
Ciaran - Medic - (1/8)
Deji - Survivor
Viz - Snitch - (7/8)"
266,https://www.youtube.com/watch?v=eX381RBkHc0&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1797s,Crewmate,The Skeld,"Simon - Snitch - (3/8),Josh - Guardian Angel,Vik - Hunter - (0/8),Tobi - Blackmailer,Ethan - Werewolf,Harry - Grenadier,JJ - Altruist - (0/8),Ciaran - Haunter - (0/8),Deji - Doomsayer,Viz - Trapper - (1/8)","Simon - Snitch - (3/8)
Josh - Guardian Angel
Vik - Hunter - (0/8)
Tobi - Blackmailer
Ethan - Werewolf
Harry - Grenadier
JJ - Altruist - (0/8)
Ciaran - Haunter - (0/8)
Deji - Doomsayer
Viz - Trapper - (1/8)"
267,https://www.youtube.com/watch?v=eX381RBkHc0&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2127s,Imposter,The Skeld,"Simon - Phantom - (2/8),Josh - Bomber,Vik - Transporter - (2/8),Tobi - Seer - (3/8),Ethan - Glitch,Harry - Survivor,JJ - Sheriff - (1/8),Ciaran - Haunter - (3/8),Deji - Undertaker,Viz - Altruist - (2/8)","Simon - Phantom - (2/8)
Josh - Bomber
Vik - Transporter - (2/8)
Tobi - Seer - (3/8)
Ethan - Glitch
Harry - Survivor
JJ - Sheriff - (1/8)
Ciaran - Haunter - (3/8)
Deji - Undertaker
Viz - Altruist - (2/8)"
268,https://www.youtube.com/watch?v=eX381RBkHc0&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2596s,Crewmate,The Skeld,"Simon - Hunter - (0/8),Josh - Glitch,Vik - Engineer - (0/8),Tobi - Morphling,Ethan - Survivor,Harry - Traitor,JJ - Grenadier,Ciaran - Seer,Deji - Sheriff - (5/8),Viz - Phantom - (5/8)","Simon - Hunter - (0/8)
Josh - Glitch
Vik - Engineer - (0/8)
Tobi - Morphling
Ethan - Survivor
Harry - Traitor
JJ - Grenadier
Ciaran - Seer
Deji - Sheriff - (5/8)
Viz - Phantom - (5/8)"
269,https://www.youtube.com/watch?v=ialgRAC-cns&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=90,Imposter,Bigger Skeld,"Simon - Imposter,Josh - Crewmate - (1/7),Tobi - Bait Crewmate - (4/7),Ethan - Crewmate - (6/7),JJ - Crewmate - (2/7),Lachlan - Imposter,Lazarbeam - Crewmate - (1/7),PieFace - Diseased Crewmate - (3/7),ChrisMD - Crewmate - (1/7),Deji - Crewmate - (3/7)","Simon - Imposter
Josh - Crewmate - (1/7)
Tobi - Bait Crewmate - (4/7)
Ethan - Crewmate - (6/7)
JJ - Crewmate - (2/7)
Lachlan - Imposter
Lazarbeam - Crewmate - (1/7)
PieFace - Diseased Crewmate - (3/7)
ChrisMD - Crewmate - (1/7)
Deji - Crewmate - (3/7)"
270,https://www.youtube.com/watch?v=ialgRAC-cns&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=717s,Imposter,Bigger Skeld,"Simon - Imposter,Josh - Crewmate - (3/7),Tobi - Crewmate - (7/7),Ethan - Imposter,JJ - Crewmate - (4/7),Lachlan - Bait Crewmate - (1/7),Lazarbeam - Diseased Crewmate - (7/7),PieFace - Juggernaut,ChrisMD - Crewmate - (0/7),Deji - Crewmate - (7/7)","Simon - Imposter
Josh - Crewmate - (3/7)
Tobi - Crewmate - (7/7)
Ethan - Imposter
JJ - Crewmate - (4/7)
Lachlan - Bait Crewmate - (1/7)
Lazarbeam - Diseased Crewmate - (7/7)
PieFace - Juggernaut
ChrisMD - Crewmate - (0/7)
Deji - Crewmate - (7/7)"
271,https://www.youtube.com/watch?v=ialgRAC-cns&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1964s,Imposter,Bigger Skeld,"Simon - Diseased Crewmate - (7/7),Josh - Crewmate - (5/7),Tobi - Crewmate - (6/7),Ethan - Crewmate - (5/7),JJ - Bait Crewmate - (5/7),Lachlan - Imposter,Lazarbeam - Crewmate - (0/7),PieFace - Imposter,ChrisMD - Crewmate - (0/7),Deji - Crewmate - (0/7)","Simon - Diseased Crewmate - (7/7)
Josh - Crewmate - (5/7)
Tobi - Crewmate - (6/7)
Ethan - Crewmate - (5/7)
JJ - Bait Crewmate - (5/7)
Lachlan - Imposter
Lazarbeam - Crewmate - (0/7)
PieFace - Imposter
ChrisMD - Crewmate - (0/7)
Deji - Crewmate - (0/7)"
272,https://www.youtube.com/watch?v=ialgRAC-cns&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2610s,Imposter,Bigger Skeld,"Simon - Imposter,Josh - Crewmate - (4/7),Tobi - Crewmate - (5/7),Ethan - Crewmate - (7/7),JJ - Diseased Crewmate - (0/7),Lachlan - Bait Crewmate - (0/7),Lazarbeam - Crewmate - (3/7),PieFace - Crewmate - (4/7),ChrisMD - Crewmate - (1/7),Deji - Imposter","Simon - Imposter
Josh - Crewmate - (4/7)
Tobi - Crewmate - (5/7)
Ethan - Crewmate - (7/7)
JJ - Diseased Crewmate - (0/7)
Lachlan - Bait Crewmate - (0/7)
Lazarbeam - Crewmate - (3/7)
PieFace - Crewmate - (4/7)
ChrisMD - Crewmate - (1/7)
Deji - Imposter"
